datePk;dateId;dateYear;dateYearISO;dateMonthYear;dateWeekYearISO;dateQuarterYear;dateMonth;dateDay;dateDaySuffix;dateWeekDay;dateWeekDayName;dateWeekDayNameShort;dateWeekDayNameFirstLetter;dateDayOfYear;dateWeekOfMonth;dateWeekOfYear;dateWeekOfYearISO;dateMonthName;dateMonthNameShort;dateMonthNameFirstLetter;dateQuarter;dateQuarterName;dateQuarterShort;dateIsWeekend;dateIsHolidayInd;dateWeekDayStartsMonday;dateWeekDayNamePL;dateMonthNamePL;dateWeekOfYearStartsMonday;firstDayWorkBefore;firstDayWorkAfter;firstDayNoHolidayNoSaturdayAfter;firstDayNoHolidayNoSundayAfter;firstDayNoHolidayNoSaturdayAfterData;firstDayNoSaturdayNoHolidayOrSundayHolidayName;firstDayNoSaturdayNoHolidayOrSundayHolidayIsHoliday;firstDayNoSaturdayNoHolidayOrSundayHoliday;isThuHolyday;isFriHolyday;isSatHolyday;isWeekendParcelServiceBreakInd;courierBillingPeriodDateFk;courierBillingPeriodStartDateFk;courierBillingPeriodEndDateFk;xlsDate;dwhDateFrom;dwhDateTo;dwhCurrRec;dwhAuditCd;dwhAuditCp;dwhAuditMd;dwhAuditMp
20230730;2023-07-30;2023;2023;07.2023;T30-2023;Q3-2023;7;30;th;1;Sunday;SUN;S;211;6;31;30;July;JUL;J;3;Third;Qtr 3;1;0;7;Niedziela;Lipiec;31;20230728;20230731;20230731;20230731;20230731;MON;0;20230731;0;0;0;0;20230716;20230716;20230731;45137;1900-01-01;9999-12-31;1;2020-07-03 13:51:15.673;1904719;2020-07-03 13:51:15.673;1904719
20230807;2023-08-07;2023;2023;08.2023;T32-2023;Q3-2023;8;7;th;2;Monday;MON;M;219;2;32;32;August;AUG;A;3;Third;Qtr 3;0;0;1;Poniedziałek;Sierpień;33;20230804;20230808;20230808;20230808;20230808;TUE;0;20230808;0;0;0;0;20230801;20230801;20230815;45145;1900-01-01;9999-12-31;1;2020-07-03 13:51:15.673;1904719;2020-07-03 13:51:15.673;1904719
20230825;2023-08-25;2023;2023;08.2023;T34-2023;Q3-2023;8;25;th;6;Friday;FRI;F;237;4;34;34;August;AUG;A;3;Third;Qtr 3;0;0;5;Piątek;Sierpień;35;20230824;20230828;20230827;20230826;20230827;SUN;0;20230827;0;0;0;0;20230816;20230816;20230831;45163;1900-01-01;9999-12-31;1;2020-07-03 13:51:15.673;1904719;2020-07-03 13:51:15.673;1904719
20231009;2023-10-09;2023;2023;10.2023;T41-2023;Q4-2023;10;9;th;2;Monday;MON;M;282;2;41;41;October;OCT;O;4;Fourth;Qtr 4;0;0;1;Poniedziałek;Październik;42;20231006;20231010;20231010;20231010;20231010;TUE;0;20231010;0;0;0;0;20231001;20231001;20231015;45208;1900-01-01;9999-12-31;1;2020-07-03 13:51:15.673;1904719;2020-07-03 13:51:15.673;1904719
20210628;2021-06-28;2021;2021;06.2021;T26-2021;Q2-2021;6;28;th;2;Monday;MON;M;179;5;27;26;June;JUN;J;2;Second;Qtr 2;0;0;1;Poniedziałek;Czerwiec;27;20210625;20210629;20210629;20210629;20210629;TUE;0;20210629;0;0;0;0;20210616;20210616;20210630;44375;1900-01-01;9999-12-31;1;2020-07-03 13:51:15.673;1904719;2020-07-03 13:51:15.673;1904719
20211110;2021-11-10;2021;2021;11.2021;T45-2021;Q4-2021;11;10;th;4;Wednesday;WED;W;314;2;46;45;November;NOV;N;4;Fourth;Qtr 4;0;0;3;Środa;Listopad;46;20211109;20211112;20211112;20211112;20211112;FRI;0;20211112;1;0;0;0;20211101;20211101;20211115;44510;1900-01-01;9999-12-31;1;2020-07-03 13:51:15.673;1904719;2020-07-03 13:51:15.673;1904719
20220817;2022-08-17;2022;2022;08.2022;T33-2022;Q3-2022;8;17;th;4;Wednesday;WED;W;229;3;34;33;August;AUG;A;3;Third;Qtr 3;0;0;3;Środa;Sierpień;34;20220816;20220818;20220818;20220818;20220818;THU;0;20220818;0;0;0;0;20220816;20220816;20220831;44790;1900-01-01;9999-12-31;1;2020-07-03 13:51:15.673;1904719;2020-07-03 13:51:15.673;1904719
20221005;2022-10-05;2022;2022;10.2022;T40-2022;Q4-2022;10;5;th;4;Wednesday;WED;W;278;2;41;40;October;OCT;O;4;Fourth;Qtr 4;0;0;3;Środa;Październik;41;20221004;20221006;20221006;20221006;20221006;THU;0;20221006;0;0;0;0;20221001;20221001;20221015;44839;1900-01-01;9999-12-31;1;2020-07-03 13:51:15.673;1904719;2020-07-03 13:51:15.673;1904719
20221119;2022-11-19;2022;2022;11.2022;T46-2022;Q4-2022;11;19;th;7;Saturday;SAT;S;323;3;47;46;November;NOV;N;4;Fourth;Qtr 4;1;0;6;Sobota;Listopad;47;20221118;20221121;20221120;20221121;20221120;SUN;0;20221120;0;0;0;0;20221116;20221116;20221130;44884;1900-01-01;9999-12-31;1;2020-07-03 13:51:15.673;1904719;2020-07-03 13:51:15.673;1904719
20221123;2022-11-23;2022;2022;11.2022;T47-2022;Q4-2022;11;23;rd;4;Wednesday;WED;W;327;4;48;47;November;NOV;N;4;Fourth;Qtr 4;0;0;3;Środa;Listopad;48;20221122;20221124;20221124;20221124;20221124;THU;0;20221124;0;0;0;0;20221116;20221116;20221130;44888;1900-01-01;9999-12-31;1;2020-07-03 13:51:15.673;1904719;2020-07-03 13:51:15.673;1904719
20201026;2020-10-26;2020;2020;10.2020;T44-2020;Q4-2020;10;26;th;2;Monday;MON;M;300;5;44;44;October;OCT;O;4;Fourth;Qtr 4;0;0;1;Poniedziałek;Październik;44;20201023;20201027;20201027;20201027;20201027;TUE;0;20201027;0;0;0;NULL;20201016;20201016;20201031;44130;1900-01-01;9999-12-31;1;2020-07-03 13:51:15.673;1904719;2020-07-03 13:51:15.673;1904719
20201213;2020-12-13;2020;2020;12.2020;T50-2020;Q4-2020;12;13;th;1;Sunday;SUN;S;348;3;51;50;December;DEC;D;4;Fourth;Qtr 4;1;0;7;Niedziela;Grudzień;50;20201211;20201214;20201214;20201214;20201214;MON;0;20201214;0;0;0;NULL;20201201;20201201;20201215;44178;1900-01-01;9999-12-31;1;2020-07-03 13:51:15.673;1904719;2020-07-03 13:51:15.673;1904719
20210818;2021-08-18;2021;2021;08.2021;T33-2021;Q3-2021;8;18;th;4;Wednesday;WED;W;230;3;34;33;August;AUG;A;3;Third;Qtr 3;0;0;3;Środa;Sierpień;34;20210817;20210819;20210819;20210819;20210819;THU;0;20210819;0;0;0;0;20210816;20210816;20210831;44426;1900-01-01;9999-12-31;1;2020-07-03 13:51:15.673;1904719;2020-07-03 13:51:15.673;1904719
20200519;2020-05-19;2020;2020;05.2020;T21-2020;Q2-2020;5;19;th;3;Tuesday;TUE;T;140;4;21;21;May;MAY;M;2;Second;Qtr 2;0;0;2;Wtorek;Maj;21;20200518;20200520;20200520;20200520;20200520;WED;0;20200520;0;0;0;NULL;20200516;20200516;20200531;43970;1900-01-01;9999-12-31;1;2020-07-03 13:51:15.673;1904719;2020-07-03 13:51:15.673;1904719
20210606;2021-06-06;2021;2021;06.2021;T22-2021;Q2-2021;6;6;th;1;Sunday;SUN;S;157;2;24;22;June;JUN;J;2;Second;Qtr 2;1;0;7;Niedziela;Czerwiec;23;20210604;20210607;20210607;20210607;20210607;MON;0;20210607;0;0;0;0;20210601;20210601;20210615;44353;1900-01-01;9999-12-31;1;2020-07-03 13:51:15.673;1904719;2020-07-03 13:51:15.673;1904719
20210426;2021-04-26;2021;2021;04.2021;T17-2021;Q2-2021;4;26;th;2;Monday;MON;M;116;5;18;17;April;APR;A;2;Second;Qtr 2;0;0;1;Poniedziałek;Kwiecień;18;20210423;20210427;20210427;20210427;20210427;TUE;0;20210427;0;0;0;0;20210416;20210416;20210430;44312;1900-01-01;9999-12-31;1;2020-07-03 13:51:15.673;1904719;2020-07-03 13:51:15.673;1904719
20231223;2023-12-23;2023;2023;12.2023;T51-2023;Q4-2023;12;23;rd;7;Saturday;SAT;S;357;4;51;51;December;DEC;D;4;Fourth;Qtr 4;1;0;6;Sobota;Grudzień;52;20231222;20231227;20231224;20231227;20231224;SUN;0;20231224;0;0;0;0;20231216;20231216;20231231;45283;1900-01-01;9999-12-31;1;2020-07-03 13:51:15.673;1904719;2020-07-03 13:51:15.673;1904719
20230702;2023-07-02;2023;2023;07.2023;T26-2023;Q3-2023;7;2;nd;1;Sunday;SUN;S;183;2;27;26;July;JUL;J;3;Third;Qtr 3;1;0;7;Niedziela;Lipiec;27;20230630;20230703;20230703;20230703;20230703;MON;0;20230703;0;0;0;0;20230701;20230701;20230715;45109;1900-01-01;9999-12-31;1;2020-07-03 13:51:15.673;1904719;2020-07-03 13:51:15.673;1904719
20230710;2023-07-10;2023;2023;07.2023;T28-2023;Q3-2023;7;10;th;2;Monday;MON;M;191;3;28;28;July;JUL;J;3;Third;Qtr 3;0;0;1;Poniedziałek;Lipiec;29;20230707;20230711;20230711;20230711;20230711;TUE;0;20230711;0;0;0;0;20230701;20230701;20230715;45117;1900-01-01;9999-12-31;1;2020-07-03 13:51:15.673;1904719;2020-07-03 13:51:15.673;1904719
20200524;2020-05-24;2020;2020;05.2020;T21-2020;Q2-2020;5;24;th;1;Sunday;SUN;S;145;5;22;21;May;MAY;M;2;Second;Qtr 2;1;0;7;Niedziela;Maj;21;20200522;20200525;20200525;20200525;20200525;MON;0;20200525;0;0;0;NULL;20200516;20200516;20200531;43975;1900-01-01;9999-12-31;1;2020-07-03 13:51:15.673;1904719;2020-07-03 13:51:15.673;1904719
20200706;2020-07-06;2020;2020;07.2020;T28-2020;Q3-2020;7;6;th;2;Monday;MON;M;188;2;28;28;July;JUL;J;3;Third;Qtr 3;0;0;1;Poniedziałek;Lipiec;28;20200703;20200707;20200707;20200707;20200707;TUE;0;20200707;0;0;0;NULL;20200701;20200701;20200715;44018;1900-01-01;9999-12-31;1;2020-07-03 13:51:15.673;1904719;2020-07-03 13:51:15.673;1904719
20200310;2020-03-10;2020;2020;03.2020;T11-2020;Q1-2020;3;10;th;3;Tuesday;TUE;T;70;2;11;11;March;MAR;M;1;First;Qtr 1;0;0;2;Wtorek;Marzec;11;20200309;20200311;20200311;20200311;20200311;WED;0;20200311;0;0;0;NULL;20200301;20200301;20200315;43900;1900-01-01;9999-12-31;1;2020-07-03 13:51:15.673;1904719;2020-07-03 13:51:15.673;1904719
20200314;2020-03-14;2020;2020;03.2020;T11-2020;Q1-2020;3;14;th;7;Saturday;SAT;S;74;2;11;11;March;MAR;M;1;First;Qtr 1;1;0;6;Sobota;Marzec;11;20200313;20200316;20200315;20200316;20200315;SUN;0;20200315;0;0;0;NULL;20200301;20200301;20200315;43904;1900-01-01;9999-12-31;1;2020-07-03 13:51:15.673;1904719;2020-07-03 13:51:15.673;1904719
20201222;2020-12-22;2020;2020;12.2020;T52-2020;Q4-2020;12;22;nd;3;Tuesday;TUE;T;357;4;52;52;December;DEC;D;4;Fourth;Qtr 4;0;0;2;Wtorek;Grudzień;52;20201221;20201223;20201223;20201223;20201223;WED;0;20201223;0;0;0;NULL;20201216;20201216;20201231;44187;1900-01-01;9999-12-31;1;2020-07-03 13:51:15.673;1904719;2020-07-03 13:51:15.673;1904719
20200501;2020-05-01;2020;2020;05.2020;T18-2020;Q2-2020;5;1;st;6;Friday;FRI;F;122;1;18;18;May;MAY;M;2;Second;Qtr 2;0;1;5;Piątek;Maj;18;20200430;20200504;20200504;20200502;20200504;SUN;1;20200503;0;1;0;NULL;20200501;20200501;20200515;43952;1900-01-01;9999-12-31;1;2020-07-03 13:51:15.673;1904719;2020-07-03 13:51:15.673;1904719
20211223;2021-12-23;2021;2021;12.2021;T51-2021;Q4-2021;12;23;rd;5;Thursday;THU;T;357;4;52;51;December;DEC;D;4;Fourth;Qtr 4;0;0;4;Czwartek;Grudzień;52;20211222;20211227;20211227;20211227;20201227;SUN;1;20201226;0;1;1;0;20211216;20211216;20211231;44553;1900-01-01;9999-12-31;1;2020-07-03 13:51:15.673;1904719;2020-07-03 13:51:15.673;1904719
20211204;2021-12-04;2021;2021;12.2021;T48-2021;Q4-2021;12;4;th;7;Saturday;SAT;S;338;1;49;48;December;DEC;D;4;Fourth;Qtr 4;1;0;6;Sobota;Grudzień;49;20211203;20211206;20211205;20211206;20211205;SUN;0;20211205;0;0;0;0;20211201;20211201;20211215;44534;1900-01-01;9999-12-31;1;2020-07-03 13:51:15.673;1904719;2020-07-03 13:51:15.673;1904719
20201216;2020-12-16;2020;2020;12.2020;T51-2020;Q4-2020;12;16;th;4;Wednesday;WED;W;351;3;51;51;December;DEC;D;4;Fourth;Qtr 4;0;0;3;Środa;Grudzień;51;20201215;20201217;20201217;20201217;20201217;THU;0;20201217;0;0;0;NULL;20201216;20201216;20201231;44181;1900-01-01;9999-12-31;1;2020-07-03 13:51:15.673;1904719;2020-07-03 13:51:15.673;1904719
20231208;2023-12-08;2023;2023;12.2023;T49-2023;Q4-2023;12;8;th;6;Friday;FRI;F;342;2;49;49;December;DEC;D;4;Fourth;Qtr 4;0;0;5;Piątek;Grudzień;50;20231207;20231211;20231210;20231209;20231210;SUN;0;20231210;0;0;0;0;20231201;20231201;20231215;45268;1900-01-01;9999-12-31;1;2020-07-03 13:51:15.673;1904719;2020-07-03 13:51:15.673;1904719
20210106;2021-01-06;2021;2021;01.2021;T1-2021;Q1-2021;1;6;th;4;Wednesday;WED;W;6;2;2;1;January;JAN;J;1;First;Qtr 1;0;1;3;Środa;Styczeń;2;20210105;20210107;20210107;20210107;20210107;THU;0;20210107;0;0;0;0;20210101;20210101;20210115;44202;1900-01-01;9999-12-31;1;2020-07-03 13:51:15.673;1904719;2020-07-03 13:51:15.673;1904719
20200506;2020-05-06;2020;2020;05.2020;T19-2020;Q2-2020;5;6;th;4;Wednesday;WED;W;127;2;19;19;May;MAY;M;2;Second;Qtr 2;0;0;3;Środa;Maj;19;20200505;20200507;20200507;20200507;20200507;THU;0;20200507;0;0;0;NULL;20200501;20200501;20200515;43957;1900-01-01;9999-12-31;1;2020-07-03 13:51:15.673;1904719;2020-07-03 13:51:15.673;1904719
20200323;2020-03-23;2020;2020;03.2020;T13-2020;Q1-2020;3;23;rd;2;Monday;MON;M;83;4;13;13;March;MAR;M;1;First;Qtr 1;0;0;1;Poniedziałek;Marzec;13;20200320;20200324;20200324;20200324;20200324;TUE;0;20200324;0;0;0;NULL;20200316;20200316;20200331;43913;1900-01-01;9999-12-31;1;2020-07-03 13:51:15.673;1904719;2020-07-03 13:51:15.673;1904719
20200525;2020-05-25;2020;2020;05.2020;T22-2020;Q2-2020;5;25;th;2;Monday;MON;M;146;5;22;22;May;MAY;M;2;Second;Qtr 2;0;0;1;Poniedziałek;Maj;22;20200522;20200526;20200526;20200526;20200526;TUE;0;20200526;0;0;0;NULL;20200516;20200516;20200531;43976;1900-01-01;9999-12-31;1;2020-07-03 13:51:15.673;1904719;2020-07-03 13:51:15.673;1904719
20211119;2021-11-19;2021;2021;11.2021;T46-2021;Q4-2021;11;19;th;6;Friday;FRI;F;323;3;47;46;November;NOV;N;4;Fourth;Qtr 4;0;0;5;Piątek;Listopad;47;20211118;20211122;20211121;20211120;20211121;SUN;0;20211121;0;0;0;0;20211116;20211116;20211130;44519;1900-01-01;9999-12-31;1;2020-07-03 13:51:15.673;1904719;2020-07-03 13:51:15.673;1904719
20211205;2021-12-05;2021;2021;12.2021;T48-2021;Q4-2021;12;5;th;1;Sunday;SUN;S;339;2;50;48;December;DEC;D;4;Fourth;Qtr 4;1;0;7;Niedziela;Grudzień;49;20211203;20211206;20211206;20211206;20211206;MON;0;20211206;0;0;0;0;20211201;20211201;20211215;44535;1900-01-01;9999-12-31;1;2020-07-03 13:51:15.673;1904719;2020-07-03 13:51:15.673;1904719
20211217;2021-12-17;2021;2021;12.2021;T50-2021;Q4-2021;12;17;th;6;Friday;FRI;F;351;3;51;50;December;DEC;D;4;Fourth;Qtr 4;0;0;5;Piątek;Grudzień;51;20211216;20211220;20211219;20211218;20211219;SUN;0;20211219;0;0;0;0;20211216;20211216;20211231;44547;1900-01-01;9999-12-31;1;2020-07-03 13:51:15.673;1904719;2020-07-03 13:51:15.673;1904719
20211213;2021-12-13;2021;2021;12.2021;T50-2021;Q4-2021;12;13;th;2;Monday;MON;M;347;3;51;50;December;DEC;D;4;Fourth;Qtr 4;0;0;1;Poniedziałek;Grudzień;51;20211210;20211214;20211214;20211214;20211214;TUE;0;20211214;0;0;0;0;20211201;20211201;20211215;44543;1900-01-01;9999-12-31;1;2020-07-03 13:51:15.673;1904719;2020-07-03 13:51:15.673;1904719
20211007;2021-10-07;2021;2021;10.2021;T40-2021;Q4-2021;10;7;th;5;Thursday;THU;T;280;2;41;40;October;OCT;O;4;Fourth;Qtr 4;0;0;4;Czwartek;Październik;41;20211006;20211008;20211008;20211008;20211008;FRI;0;20211008;0;0;0;0;20211001;20211001;20211015;44476;1900-01-01;9999-12-31;1;2020-07-03 13:51:15.673;1904719;2020-07-03 13:51:15.673;1904719
20210704;2021-07-04;2021;2021;07.2021;T26-2021;Q3-2021;7;4;th;1;Sunday;SUN;S;185;2;28;26;July;JUL;J;3;Third;Qtr 3;1;0;7;Niedziela;Lipiec;27;20210702;20210705;20210705;20210705;20210705;MON;0;20210705;0;0;0;0;20210701;20210701;20210715;44381;1900-01-01;9999-12-31;1;2020-07-03 13:51:15.673;1904719;2020-07-03 13:51:15.673;1904719
20210716;2021-07-16;2021;2021;07.2021;T28-2021;Q3-2021;7;16;th;6;Friday;FRI;F;197;3;29;28;July;JUL;J;3;Third;Qtr 3;0;0;5;Piątek;Lipiec;29;20210715;20210719;20210718;20210717;20210718;SUN;0;20210718;0;0;0;0;20210716;20210716;20210731;44393;1900-01-01;9999-12-31;1;2020-07-03 13:51:15.673;1904719;2020-07-03 13:51:15.673;1904719
20200721;2020-07-21;2020;2020;07.2020;T30-2020;Q3-2020;7;21;st;3;Tuesday;TUE;T;203;4;30;30;July;JUL;J;3;Third;Qtr 3;0;0;2;Wtorek;Lipiec;30;20200720;20200722;20200722;20200722;20200722;WED;0;20200722;0;0;0;NULL;20200716;20200716;20200731;44033;1900-01-01;9999-12-31;1;2020-07-03 13:51:15.673;1904719;2020-07-03 13:51:15.673;1904719
20200801;2020-08-01;2020;2020;08.2020;T31-2020;Q3-2020;8;1;st;7;Saturday;SAT;S;214;1;31;31;August;AUG;A;3;Third;Qtr 3;1;0;6;Sobota;Sierpień;31;20200731;20200803;20200802;20200803;20200802;SUN;0;20200802;0;0;0;NULL;20200801;20200801;20200815;44044;1900-01-01;9999-12-31;1;2020-07-03 13:51:15.673;1904719;2020-07-03 13:51:15.673;1904719
20200222;2020-02-22;2020;2020;02.2020;T8-2020;Q1-2020;2;22;nd;7;Saturday;SAT;S;53;4;8;8;February;FEB;F;1;First;Qtr 1;1;0;6;Sobota;Luty;8;20200221;20200224;20200223;20200224;20200223;SUN;0;20200223;0;0;0;NULL;20200216;20200216;20200229;43883;1900-01-01;9999-12-31;1;2020-07-03 13:51:15.673;1904719;2020-07-03 13:51:15.673;1904719
20200426;2020-04-26;2020;2020;04.2020;T17-2020;Q2-2020;4;26;th;1;Sunday;SUN;S;117;5;18;17;April;APR;A;2;Second;Qtr 2;1;0;7;Niedziela;Kwiecień;17;20200424;20200427;20200427;20200427;20200427;MON;0;20200427;0;0;0;NULL;20200416;20200416;20200430;43947;1900-01-01;9999-12-31;1;2020-07-03 13:51:15.673;1904719;2020-07-03 13:51:15.673;1904719
20200508;2020-05-08;2020;2020;05.2020;T19-2020;Q2-2020;5;8;th;6;Friday;FRI;F;129;2;19;19;May;MAY;M;2;Second;Qtr 2;0;0;5;Piątek;Maj;19;20200507;20200511;20200510;20200509;20200510;SUN;0;20200510;0;0;0;NULL;20200501;20200501;20200515;43959;1900-01-01;9999-12-31;1;2020-07-03 13:51:15.673;1904719;2020-07-03 13:51:15.673;1904719
20200512;2020-05-12;2020;2020;05.2020;T20-2020;Q2-2020;5;12;th;3;Tuesday;TUE;T;133;3;20;20;May;MAY;M;2;Second;Qtr 2;0;0;2;Wtorek;Maj;20;20200511;20200513;20200513;20200513;20200513;WED;0;20200513;0;0;0;NULL;20200501;20200501;20200515;43963;1900-01-01;9999-12-31;1;2020-07-03 13:51:15.673;1904719;2020-07-03 13:51:15.673;1904719
20220710;2022-07-10;2022;2022;07.2022;T27-2022;Q3-2022;7;10;th;1;Sunday;SUN;S;191;3;29;27;July;JUL;J;3;Third;Qtr 3;1;0;7;Niedziela;Lipiec;28;20220708;20220711;20220711;20220711;20220711;MON;0;20220711;0;0;0;0;20220701;20220701;20220715;44752;1900-01-01;9999-12-31;1;2020-07-03 13:51:15.673;1904719;2020-07-03 13:51:15.673;1904719
20220728;2022-07-28;2022;2022;07.2022;T30-2022;Q3-2022;7;28;th;5;Thursday;THU;T;209;5;31;30;July;JUL;J;3;Third;Qtr 3;0;0;4;Czwartek;Lipiec;31;20220727;20220729;20220729;20220729;20220729;FRI;0;20220729;0;0;0;0;20220716;20220716;20220731;44770;1900-01-01;9999-12-31;1;2020-07-03 13:51:15.673;1904719;2020-07-03 13:51:15.673;1904719
20220709;2022-07-09;2022;2022;07.2022;T27-2022;Q3-2022;7;9;th;7;Saturday;SAT;S;190;2;28;27;July;JUL;J;3;Third;Qtr 3;1;0;6;Sobota;Lipiec;28;20220708;20220711;20220710;20220711;20220710;SUN;0;20220710;0;0;0;0;20220701;20220701;20220715;44751;1900-01-01;9999-12-31;1;2020-07-03 13:51:15.673;1904719;2020-07-03 13:51:15.673;1904719
20221211;2022-12-11;2022;2022;12.2022;T49-2022;Q4-2022;12;11;th;1;Sunday;SUN;S;345;3;51;49;December;DEC;D;4;Fourth;Qtr 4;1;0;7;Niedziela;Grudzień;50;20221209;20221212;20221212;20221212;20221212;MON;0;20221212;0;0;0;0;20221201;20221201;20221215;44906;1900-01-01;9999-12-31;1;2020-07-03 13:51:15.673;1904719;2020-07-03 13:51:15.673;1904719
20210313;2021-03-13;2021;2021;03.2021;T10-2021;Q1-2021;3;13;th;7;Saturday;SAT;S;72;2;11;10;March;MAR;M;1;First;Qtr 1;1;0;6;Sobota;Marzec;11;20210312;20210315;20210314;20210315;20210314;SUN;0;20210314;0;0;0;0;20210301;20210301;20210315;44268;1900-01-01;9999-12-31;1;2020-07-03 13:51:15.673;1904719;2020-07-03 13:51:15.673;1904719
20210321;2021-03-21;2021;2021;03.2021;T11-2021;Q1-2021;3;21;st;1;Sunday;SUN;S;80;4;13;11;March;MAR;M;1;First;Qtr 1;1;0;7;Niedziela;Marzec;12;20210319;20210322;20210322;20210322;20210322;MON;0;20210322;0;0;0;0;20210316;20210316;20210331;44276;1900-01-01;9999-12-31;1;2020-07-03 13:51:15.673;1904719;2020-07-03 13:51:15.673;1904719
20210327;2021-03-27;2021;2021;03.2021;T12-2021;Q1-2021;3;27;th;7;Saturday;SAT;S;86;4;13;12;March;MAR;M;1;First;Qtr 1;1;0;6;Sobota;Marzec;13;20210326;20210329;20210328;20210329;20210328;SUN;0;20210328;0;0;0;0;20210316;20210316;20210331;44282;1900-01-01;9999-12-31;1;2020-07-03 13:51:15.673;1904719;2020-07-03 13:51:15.673;1904719
20200504;2020-05-04;2020;2020;05.2020;T19-2020;Q2-2020;5;4;th;2;Monday;MON;M;125;2;19;19;May;MAY;M;2;Second;Qtr 2;0;0;1;Poniedziałek;Maj;19;20200430;20200505;20200505;20200505;20200505;TUE;0;20200505;0;0;0;NULL;20200501;20200501;20200515;43955;1900-01-01;9999-12-31;1;2020-07-03 13:51:15.673;1904719;2020-07-03 13:51:15.673;1904719
20211210;2021-12-10;2021;2021;12.2021;T49-2021;Q4-2021;12;10;th;6;Friday;FRI;F;344;2;50;49;December;DEC;D;4;Fourth;Qtr 4;0;0;5;Piątek;Grudzień;50;20211209;20211213;20211212;20211211;20211212;SUN;0;20211212;0;0;0;0;20211201;20211201;20211215;44540;1900-01-01;9999-12-31;1;2020-07-03 13:51:15.673;1904719;2020-07-03 13:51:15.673;1904719
20210208;2021-02-08;2021;2021;02.2021;T6-2021;Q1-2021;2;8;th;2;Monday;MON;M;39;2;7;6;February;FEB;F;1;First;Qtr 1;0;0;1;Poniedziałek;Luty;7;20210205;20210209;20210209;20210209;20210209;TUE;0;20210209;0;0;0;0;20210201;20210201;20210215;44235;1900-01-01;9999-12-31;1;2020-07-03 13:51:15.673;1904719;2020-07-03 13:51:15.673;1904719
20200214;2020-02-14;2020;2020;02.2020;T7-2020;Q1-2020;2;14;th;6;Friday;FRI;F;45;3;7;7;February;FEB;F;1;First;Qtr 1;0;0;5;Piątek;Luty;7;20200213;20200217;20200216;20200215;20200216;SUN;0;20200216;0;0;0;NULL;20200201;20200201;20200215;43875;1900-01-01;9999-12-31;1;2020-07-03 13:51:15.673;1904719;2020-07-03 13:51:15.673;1904719
20210613;2021-06-13;2021;2021;06.2021;T23-2021;Q2-2021;6;13;th;1;Sunday;SUN;S;164;3;25;23;June;JUN;J;2;Second;Qtr 2;1;0;7;Niedziela;Czerwiec;24;20210611;20210614;20210614;20210614;20210614;MON;0;20210614;0;0;0;0;20210601;20210601;20210615;44360;1900-01-01;9999-12-31;1;2020-07-03 13:51:15.673;1904719;2020-07-03 13:51:15.673;1904719
20200922;2020-09-22;2020;2020;09.2020;T39-2020;Q3-2020;9;22;nd;3;Tuesday;TUE;T;266;4;39;39;September;SEP;S;3;Third;Qtr 3;0;0;2;Wtorek;Wrzesień;39;20200921;20200923;20200923;20200923;20200923;WED;0;20200923;0;0;0;NULL;20200916;20200916;20200930;44096;1900-01-01;9999-12-31;1;2020-07-03 13:51:15.673;1904719;2020-07-03 13:51:15.673;1904719
20220802;2022-08-02;2022;2022;08.2022;T31-2022;Q3-2022;8;2;nd;3;Tuesday;TUE;T;214;1;32;31;August;AUG;A;3;Third;Qtr 3;0;0;2;Wtorek;Sierpień;32;20220801;20220803;20220803;20220803;20220803;WED;0;20220803;0;0;0;0;20220801;20220801;20220815;44775;1900-01-01;9999-12-31;1;2020-07-03 13:51:15.673;1904719;2020-07-03 13:51:15.673;1904719
20220107;2022-01-07;2022;2022;01.2022;T1-2022;Q1-2022;1;7;th;6;Friday;FRI;F;7;2;2;1;January;JAN;J;1;First;Qtr 1;0;0;5;Piątek;Styczeń;2;20220105;20220110;20220109;20220108;20220109;SUN;0;20220109;1;0;0;0;20220101;20220101;20220115;44568;1900-01-01;9999-12-31;1;2020-07-03 13:51:15.673;1904719;2020-07-03 13:51:15.673;1904719
20220302;2022-03-02;2022;2022;03.2022;T9-2022;Q1-2022;3;2;nd;4;Wednesday;WED;W;61;1;10;9;March;MAR;M;1;First;Qtr 1;0;0;3;Środa;Marzec;10;20220301;20220303;20220303;20220303;20220303;THU;0;20220303;0;0;0;0;20220301;20220301;20220315;44622;1900-01-01;9999-12-31;1;2020-07-03 13:51:15.673;1904719;2020-07-03 13:51:15.673;1904719
20220911;2022-09-11;2022;2022;09.2022;T36-2022;Q3-2022;9;11;th;1;Sunday;SUN;S;254;3;38;36;September;SEP;S;3;Third;Qtr 3;1;0;7;Niedziela;Wrzesień;37;20220909;20220912;20220912;20220912;20220912;MON;0;20220912;0;0;0;0;20220901;20220901;20220915;44815;1900-01-01;9999-12-31;1;2020-07-03 13:51:15.673;1904719;2020-07-03 13:51:15.673;1904719
20230103;2023-01-03;2023;2023;01.2023;T1-2023;Q1-2023;1;3;rd;3;Tuesday;TUE;T;3;1;1;1;January;JAN;J;1;First;Qtr 1;0;0;2;Wtorek;Styczeń;2;20230102;20230104;20230104;20230104;20230104;WED;0;20230104;0;0;0;0;20230101;20230101;20230115;44929;1900-01-01;9999-12-31;1;2020-07-03 13:51:15.673;1904719;2020-07-03 13:51:15.673;1904719
