datePk;dateId;dateYear;dateYearISO;dateMonthYear;dateWeekYearISO;dateQuarterYear;dateMonth;dateDay;dateDaySuffix;dateWeekDay;dateWeekDayName;dateWeekDayNameShort;dateWeekDayNameFirstLetter;dateDayOfYear;dateWeekOfMonth;dateWeekOfYear;dateWeekOfYearISO;dateMonthName;dateMonthNameShort;dateMonthNameFirstLetter;dateQuarter;dateQuarterName;dateQuarterShort;dateIsWeekend;dateIsHolidayInd;dateWeekDayStartsMonday;dateWeekDayNamePL;dateMonthNamePL;dateWeekOfYearStartsMonday;firstDayWorkBefore;firstDayWorkAfter;firstDayNoHolidayNoSaturdayAfter;firstDayNoHolidayNoSundayAfter;firstDayNoHolidayNoSaturdayAfterData;firstDayNoSaturdayNoHolidayOrSundayHolidayName;firstDayNoSaturdayNoHolidayOrSundayHolidayIsHoliday;firstDayNoSaturdayNoHolidayOrSundayHoliday;isThuHolyday;isFriHolyday;isSatHolyday;isWeekendParcelServiceBreakInd;courierBillingPeriodDateFk;courierBillingPeriodStartDateFk;courierBillingPeriodEndDateFk;xlsDate;dwhDateFrom;dwhDateTo;dwhCurrRec;dwhAuditCd;dwhAuditCp;dwhAuditMd;dwhAuditMp
20200829;2020-08-29;2020;2020;08.2020;T35-2020;Q3-2020;8;29;th;7;Saturday;SAT;S;242;5;35;35;August;AUG;A;3;Third;Qtr 3;1;0;6;Sobota;Sierpień;35;20200828;20200831;20200830;20200831;20200830;SUN;0;20200830;0;0;0;NULL;20200816;20200816;20200831;44072;1900-01-01;9999-12-31;1;2020-07-03 13:51:15.673;1904719;2020-07-03 13:51:15.673;1904719
20210207;2021-02-07;2021;2021;02.2021;T5-2021;Q1-2021;2;7;th;1;Sunday;SUN;S;38;2;7;5;February;FEB;F;1;First;Qtr 1;1;0;7;Niedziela;Luty;6;20210205;20210208;20210208;20210208;20210208;MON;0;20210208;0;0;0;0;20210201;20210201;20210215;44234;1900-01-01;9999-12-31;1;2020-07-03 13:51:15.673;1904719;2020-07-03 13:51:15.673;1904719
20210331;2021-03-31;2021;2021;03.2021;T13-2021;Q1-2021;3;31;st;4;Wednesday;WED;W;90;5;14;13;March;MAR;M;1;First;Qtr 1;0;0;3;Środa;Marzec;14;20210330;20210401;20210401;20210401;20210401;THU;0;20210401;0;0;0;0;20210316;20210316;20210331;44286;1900-01-01;9999-12-31;1;2020-07-03 13:51:15.673;1904719;2020-07-03 13:51:15.673;1904719
20210407;2021-04-07;2021;2021;04.2021;T14-2021;Q2-2021;4;7;th;4;Wednesday;WED;W;97;2;15;14;April;APR;A;2;Second;Qtr 2;0;0;3;Środa;Kwiecień;15;20210406;20210408;20210408;20210408;20210408;THU;0;20210408;0;0;0;0;20210401;20210401;20210415;44293;1900-01-01;9999-12-31;1;2020-07-03 13:51:15.673;1904719;2020-07-03 13:51:15.673;1904719
20210421;2021-04-21;2021;2021;04.2021;T16-2021;Q2-2021;4;21;st;4;Wednesday;WED;W;111;4;17;16;April;APR;A;2;Second;Qtr 2;0;0;3;Środa;Kwiecień;17;20210420;20210422;20210422;20210422;20210422;THU;0;20210422;0;0;0;0;20210416;20210416;20210430;44307;1900-01-01;9999-12-31;1;2020-07-03 13:51:15.673;1904719;2020-07-03 13:51:15.673;1904719
20210508;2021-05-08;2021;2021;05.2021;T18-2021;Q2-2021;5;8;th;7;Saturday;SAT;S;128;2;19;18;May;MAY;M;2;Second;Qtr 2;1;0;6;Sobota;Maj;19;20210507;20210510;20210509;20210510;20210509;SUN;0;20210509;0;0;0;0;20210501;20210501;20210515;44324;1900-01-01;9999-12-31;1;2020-07-03 13:51:15.673;1904719;2020-07-03 13:51:15.673;1904719
20210523;2021-05-23;2021;2021;05.2021;T20-2021;Q2-2021;5;23;rd;1;Sunday;SUN;S;143;5;22;20;May;MAY;M;2;Second;Qtr 2;1;1;7;Niedziela;Maj;21;20210521;20210524;20210524;20210524;20210524;MON;0;20210524;0;0;0;0;20210516;20210516;20210531;44339;1900-01-01;9999-12-31;1;2020-07-03 13:51:15.673;1904719;2020-07-03 13:51:15.673;1904719
20201114;2020-11-14;2020;2020;11.2020;T46-2020;Q4-2020;11;14;th;7;Saturday;SAT;S;319;2;46;46;November;NOV;N;4;Fourth;Qtr 4;1;0;6;Sobota;Listopad;46;20201113;20201116;20201115;20201116;20201115;SUN;0;20201115;0;0;0;NULL;20201101;20201101;20201115;44149;1900-01-01;9999-12-31;1;2020-07-03 13:51:15.673;1904719;2020-07-03 13:51:15.673;1904719
20200602;2020-06-02;2020;2020;06.2020;T23-2020;Q2-2020;6;2;nd;3;Tuesday;TUE;T;154;1;23;23;June;JUN;J;2;Second;Qtr 2;0;0;2;Wtorek;Czerwiec;23;20200601;20200603;20200603;20200603;20200603;WED;0;20200603;0;0;0;NULL;20200601;20200601;20200615;43984;1900-01-01;9999-12-31;1;2020-07-03 13:51:15.673;1904719;2020-07-03 13:51:15.673;1904719
20200328;2020-03-28;2020;2020;03.2020;T13-2020;Q1-2020;3;28;th;7;Saturday;SAT;S;88;4;13;13;March;MAR;M;1;First;Qtr 1;1;0;6;Sobota;Marzec;13;20200327;20200330;20200329;20200330;20200329;SUN;0;20200329;0;0;0;NULL;20200316;20200316;20200331;43918;1900-01-01;9999-12-31;1;2020-07-03 13:51:15.673;1904719;2020-07-03 13:51:15.673;1904719
20230605;2023-06-05;2023;2023;06.2023;T23-2023;Q2-2023;6;5;th;2;Monday;MON;M;156;2;23;23;June;JUN;J;2;Second;Qtr 2;0;0;1;Poniedziałek;Czerwiec;24;20230602;20230606;20230606;20230606;20230606;TUE;0;20230606;0;0;0;0;20230601;20230601;20230615;45082;1900-01-01;9999-12-31;1;2020-07-03 13:51:15.673;1904719;2020-07-03 13:51:15.673;1904719
20230715;2023-07-15;2023;2023;07.2023;T28-2023;Q3-2023;7;15;th;7;Saturday;SAT;S;196;3;28;28;July;JUL;J;3;Third;Qtr 3;1;0;6;Sobota;Lipiec;29;20230714;20230717;20230716;20230717;20230716;SUN;0;20230716;0;0;0;0;20230701;20230701;20230715;45122;1900-01-01;9999-12-31;1;2020-07-03 13:51:15.673;1904719;2020-07-03 13:51:15.673;1904719
20230515;2023-05-15;2023;2023;05.2023;T20-2023;Q2-2023;5;15;th;2;Monday;MON;M;135;3;20;20;May;MAY;M;2;Second;Qtr 2;0;0;1;Poniedziałek;Maj;21;20230512;20230516;20230516;20230516;20230516;TUE;0;20230516;0;0;0;0;20230501;20230501;20230515;45061;1900-01-01;9999-12-31;1;2020-07-03 13:51:15.673;1904719;2020-07-03 13:51:15.673;1904719
20230814;2023-08-14;2023;2023;08.2023;T33-2023;Q3-2023;8;14;th;2;Monday;MON;M;226;3;33;33;August;AUG;A;3;Third;Qtr 3;0;0;1;Poniedziałek;Sierpień;34;20230811;20230816;20230816;20230816;20230816;WED;0;20230816;0;0;0;0;20230801;20230801;20230815;45152;1900-01-01;9999-12-31;1;2020-07-03 13:51:15.673;1904719;2020-07-03 13:51:15.673;1904719
20230512;2023-05-12;2023;2023;05.2023;T19-2023;Q2-2023;5;12;th;6;Friday;FRI;F;132;2;19;19;May;MAY;M;2;Second;Qtr 2;0;0;5;Piątek;Maj;20;20230511;20230515;20230514;20230513;20230514;SUN;0;20230514;0;0;0;0;20230501;20230501;20230515;45058;1900-01-01;9999-12-31;1;2020-07-03 13:51:15.673;1904719;2020-07-03 13:51:15.673;1904719
20231011;2023-10-11;2023;2023;10.2023;T41-2023;Q4-2023;10;11;th;4;Wednesday;WED;W;284;2;41;41;October;OCT;O;4;Fourth;Qtr 4;0;0;3;Środa;Październik;42;20231010;20231012;20231012;20231012;20231012;THU;0;20231012;0;0;0;0;20231001;20231001;20231015;45210;1900-01-01;9999-12-31;1;2020-07-03 13:51:15.673;1904719;2020-07-03 13:51:15.673;1904719
20210805;2021-08-05;2021;2021;08.2021;T31-2021;Q3-2021;8;5;th;5;Thursday;THU;T;217;1;32;31;August;AUG;A;3;Third;Qtr 3;0;0;4;Czwartek;Sierpień;32;20210804;20210806;20210806;20210806;20210806;FRI;0;20210806;0;0;0;0;20210801;20210801;20210815;44413;1900-01-01;9999-12-31;1;2020-07-03 13:51:15.673;1904719;2020-07-03 13:51:15.673;1904719
20210505;2021-05-05;2021;2021;05.2021;T18-2021;Q2-2021;5;5;th;4;Wednesday;WED;W;125;2;19;18;May;MAY;M;2;Second;Qtr 2;0;0;3;Środa;Maj;19;20210504;20210506;20210506;20210506;20210506;THU;0;20210506;0;0;0;0;20210501;20210501;20210515;44321;1900-01-01;9999-12-31;1;2020-07-03 13:51:15.673;1904719;2020-07-03 13:51:15.673;1904719
20200619;2020-06-19;2020;2020;06.2020;T25-2020;Q2-2020;6;19;th;6;Friday;FRI;F;171;3;25;25;June;JUN;J;2;Second;Qtr 2;0;0;5;Piątek;Czerwiec;25;20200618;20200622;20200621;20200620;20200621;SUN;0;20200621;0;0;0;NULL;20200616;20200616;20200630;44001;1900-01-01;9999-12-31;1;2020-07-03 13:51:15.673;1904719;2020-07-03 13:51:15.673;1904719
20200627;2020-06-27;2020;2020;06.2020;T26-2020;Q2-2020;6;27;th;7;Saturday;SAT;S;179;4;26;26;June;JUN;J;2;Second;Qtr 2;1;0;6;Sobota;Czerwiec;26;20200626;20200629;20200628;20200629;20200628;SUN;0;20200628;0;0;0;NULL;20200616;20200616;20200630;44009;1900-01-01;9999-12-31;1;2020-07-03 13:51:15.673;1904719;2020-07-03 13:51:15.673;1904719
20210801;2021-08-01;2021;2021;08.2021;T30-2021;Q3-2021;8;1;st;1;Sunday;SUN;S;213;1;32;30;August;AUG;A;3;Third;Qtr 3;1;0;7;Niedziela;Sierpień;31;20210730;20210802;20210802;20210802;20210802;MON;0;20210802;0;0;0;0;20210801;20210801;20210815;44409;1900-01-01;9999-12-31;1;2020-07-03 13:51:15.673;1904719;2020-07-03 13:51:15.673;1904719
20201011;2020-10-11;2020;2020;10.2020;T41-2020;Q4-2020;10;11;th;1;Sunday;SUN;S;285;3;42;41;October;OCT;O;4;Fourth;Qtr 4;1;0;7;Niedziela;Październik;41;20201009;20201012;20201012;20201012;20201012;MON;0;20201012;0;0;0;NULL;20201001;20201001;20201015;44115;1900-01-01;9999-12-31;1;2020-07-03 13:51:15.673;1904719;2020-07-03 13:51:15.673;1904719
20220512;2022-05-12;2022;2022;05.2022;T19-2022;Q2-2022;5;12;th;5;Thursday;THU;T;132;2;20;19;May;MAY;M;2;Second;Qtr 2;0;0;4;Czwartek;Maj;20;20220511;20220513;20220513;20220513;20220513;FRI;0;20220513;0;0;0;0;20220501;20220501;20220515;44693;1900-01-01;9999-12-31;1;2020-07-03 13:51:15.673;1904719;2020-07-03 13:51:15.673;1904719
20220727;2022-07-27;2022;2022;07.2022;T30-2022;Q3-2022;7;27;th;4;Wednesday;WED;W;208;5;31;30;July;JUL;J;3;Third;Qtr 3;0;0;3;Środa;Lipiec;31;20220726;20220728;20220728;20220728;20220728;THU;0;20220728;0;0;0;0;20220716;20220716;20220731;44769;1900-01-01;9999-12-31;1;2020-07-03 13:51:15.673;1904719;2020-07-03 13:51:15.673;1904719
20220914;2022-09-14;2022;2022;09.2022;T37-2022;Q3-2022;9;14;th;4;Wednesday;WED;W;257;3;38;37;September;SEP;S;3;Third;Qtr 3;0;0;3;Środa;Wrzesień;38;20220913;20220915;20220915;20220915;20220915;THU;0;20220915;0;0;0;0;20220901;20220901;20220915;44818;1900-01-01;9999-12-31;1;2020-07-03 13:51:15.673;1904719;2020-07-03 13:51:15.673;1904719
20221207;2022-12-07;2022;2022;12.2022;T49-2022;Q4-2022;12;7;th;4;Wednesday;WED;W;341;2;50;49;December;DEC;D;4;Fourth;Qtr 4;0;0;3;Środa;Grudzień;50;20221206;20221208;20221208;20221208;20221208;THU;0;20221208;0;0;0;0;20221201;20221201;20221215;44902;1900-01-01;9999-12-31;1;2020-07-03 13:51:15.673;1904719;2020-07-03 13:51:15.673;1904719
20221201;2022-12-01;2022;2022;12.2022;T48-2022;Q4-2022;12;1;st;5;Thursday;THU;T;335;1;49;48;December;DEC;D;4;Fourth;Qtr 4;0;0;4;Czwartek;Grudzień;49;20221130;20221202;20221202;20221202;20221202;FRI;0;20221202;0;0;0;0;20221201;20221201;20221215;44896;1900-01-01;9999-12-31;1;2020-07-03 13:51:15.673;1904719;2020-07-03 13:51:15.673;1904719
20220120;2022-01-20;2022;2022;01.2022;T3-2022;Q1-2022;1;20;th;5;Thursday;THU;T;20;4;4;3;January;JAN;J;1;First;Qtr 1;0;0;4;Czwartek;Styczeń;4;20220119;20220121;20220121;20220121;20220121;FRI;0;20220121;0;0;0;0;20220116;20220116;20220131;44581;1900-01-01;9999-12-31;1;2020-07-03 13:51:15.673;1904719;2020-07-03 13:51:15.673;1904719
20220408;2022-04-08;2022;2022;04.2022;T14-2022;Q2-2022;4;8;th;6;Friday;FRI;F;98;2;15;14;April;APR;A;2;Second;Qtr 2;0;0;5;Piątek;Kwiecień;15;20220407;20220411;20220410;20220409;20220410;SUN;0;20220410;0;0;0;0;20220401;20220401;20220415;44659;1900-01-01;9999-12-31;1;2020-07-03 13:51:15.673;1904719;2020-07-03 13:51:15.673;1904719
20220704;2022-07-04;2022;2022;07.2022;T27-2022;Q3-2022;7;4;th;2;Monday;MON;M;185;2;28;27;July;JUL;J;3;Third;Qtr 3;0;0;1;Poniedziałek;Lipiec;28;20220701;20220705;20220705;20220705;20220705;TUE;0;20220705;0;0;0;0;20220701;20220701;20220715;44746;1900-01-01;9999-12-31;1;2020-07-03 13:51:15.673;1904719;2020-07-03 13:51:15.673;1904719
20201125;2020-11-25;2020;2020;11.2020;T48-2020;Q4-2020;11;25;th;4;Wednesday;WED;W;330;4;48;48;November;NOV;N;4;Fourth;Qtr 4;0;0;3;Środa;Listopad;48;20201124;20201126;20201126;20201126;20201126;THU;0;20201126;0;0;0;NULL;20201116;20201116;20201130;44160;1900-01-01;9999-12-31;1;2020-07-03 13:51:15.673;1904719;2020-07-03 13:51:15.673;1904719
20210724;2021-07-24;2021;2021;07.2021;T29-2021;Q3-2021;7;24;th;7;Saturday;SAT;S;205;4;30;29;July;JUL;J;3;Third;Qtr 3;1;0;6;Sobota;Lipiec;30;20210723;20210726;20210725;20210726;20210725;SUN;0;20210725;0;0;0;0;20210716;20210716;20210731;44401;1900-01-01;9999-12-31;1;2020-07-03 13:51:15.673;1904719;2020-07-03 13:51:15.673;1904719
20210908;2021-09-08;2021;2021;09.2021;T36-2021;Q3-2021;9;8;th;4;Wednesday;WED;W;251;2;37;36;September;SEP;S;3;Third;Qtr 3;0;0;3;Środa;Wrzesień;37;20210907;20210909;20210909;20210909;20210909;THU;0;20210909;0;0;0;0;20210901;20210901;20210915;44447;1900-01-01;9999-12-31;1;2020-07-03 13:51:15.673;1904719;2020-07-03 13:51:15.673;1904719
20210919;2021-09-19;2021;2021;09.2021;T37-2021;Q3-2021;9;19;th;1;Sunday;SUN;S;262;4;39;37;September;SEP;S;3;Third;Qtr 3;1;0;7;Niedziela;Wrzesień;38;20210917;20210920;20210920;20210920;20210920;MON;0;20210920;0;0;0;0;20210916;20210916;20210930;44458;1900-01-01;9999-12-31;1;2020-07-03 13:51:15.673;1904719;2020-07-03 13:51:15.673;1904719
20211128;2021-11-28;2021;2021;11.2021;T47-2021;Q4-2021;11;28;th;1;Sunday;SUN;S;332;5;49;47;November;NOV;N;4;Fourth;Qtr 4;1;0;7;Niedziela;Listopad;48;20211126;20211129;20211129;20211129;20211129;MON;0;20211129;0;0;0;0;20211116;20211116;20211130;44528;1900-01-01;9999-12-31;1;2020-07-03 13:51:15.673;1904719;2020-07-03 13:51:15.673;1904719
20230403;2023-04-03;2023;2023;04.2023;T14-2023;Q2-2023;4;3;rd;2;Monday;MON;M;93;2;14;14;April;APR;A;2;Second;Qtr 2;0;0;1;Poniedziałek;Kwiecień;15;20230331;20230404;20230404;20230404;20230404;TUE;0;20230404;0;0;0;0;20230401;20230401;20230415;45019;1900-01-01;9999-12-31;1;2020-07-03 13:51:15.673;1904719;2020-07-03 13:51:15.673;1904719
20230202;2023-02-02;2023;2023;02.2023;T5-2023;Q1-2023;2;2;nd;5;Thursday;THU;T;33;1;5;5;February;FEB;F;1;First;Qtr 1;0;0;4;Czwartek;Luty;6;20230201;20230203;20230203;20230203;20230203;FRI;0;20230203;0;0;0;0;20230201;20230201;20230215;44959;1900-01-01;9999-12-31;1;2020-07-03 13:51:15.673;1904719;2020-07-03 13:51:15.673;1904719
20230423;2023-04-23;2023;2023;04.2023;T16-2023;Q2-2023;4;23;rd;1;Sunday;SUN;S;113;5;17;16;April;APR;A;2;Second;Qtr 2;1;0;7;Niedziela;Kwiecień;17;20230421;20230424;20230424;20230424;20230424;MON;0;20230424;0;0;0;0;20230416;20230416;20230430;45039;1900-01-01;9999-12-31;1;2020-07-03 13:51:15.673;1904719;2020-07-03 13:51:15.673;1904719
20230517;2023-05-17;2023;2023;05.2023;T20-2023;Q2-2023;5;17;th;4;Wednesday;WED;W;137;3;20;20;May;MAY;M;2;Second;Qtr 2;0;0;3;Środa;Maj;21;20230516;20230518;20230518;20230518;20230518;THU;0;20230518;0;0;0;0;20230516;20230516;20230531;45063;1900-01-01;9999-12-31;1;2020-07-03 13:51:15.673;1904719;2020-07-03 13:51:15.673;1904719
20230402;2023-04-02;2023;2023;04.2023;T13-2023;Q2-2023;4;2;nd;1;Sunday;SUN;S;92;2;14;13;April;APR;A;2;Second;Qtr 2;1;0;7;Niedziela;Kwiecień;14;20230331;20230403;20230403;20230403;20230403;MON;0;20230403;0;0;0;0;20230401;20230401;20230415;45018;1900-01-01;9999-12-31;1;2020-07-03 13:51:15.673;1904719;2020-07-03 13:51:15.673;1904719
20230325;2023-03-25;2023;2023;03.2023;T12-2023;Q1-2023;3;25;th;7;Saturday;SAT;S;84;4;12;12;March;MAR;M;1;First;Qtr 1;1;0;6;Sobota;Marzec;13;20230324;20230327;20230326;20230327;20230326;SUN;0;20230326;0;0;0;0;20230316;20230316;20230331;45010;1900-01-01;9999-12-31;1;2020-07-03 13:51:15.673;1904719;2020-07-03 13:51:15.673;1904719
20230802;2023-08-02;2023;2023;08.2023;T31-2023;Q3-2023;8;2;nd;4;Wednesday;WED;W;214;1;31;31;August;AUG;A;3;Third;Qtr 3;0;0;3;Środa;Sierpień;32;20230801;20230803;20230803;20230803;20230803;THU;0;20230803;0;0;0;0;20230801;20230801;20230815;45140;1900-01-01;9999-12-31;1;2020-07-03 13:51:15.673;1904719;2020-07-03 13:51:15.673;1904719
20231007;2023-10-07;2023;2023;10.2023;T40-2023;Q4-2023;10;7;th;7;Saturday;SAT;S;280;1;40;40;October;OCT;O;4;Fourth;Qtr 4;1;0;6;Sobota;Październik;41;20231006;20231009;20231008;20231009;20231008;SUN;0;20231008;0;0;0;0;20231001;20231001;20231015;45206;1900-01-01;9999-12-31;1;2020-07-03 13:51:15.673;1904719;2020-07-03 13:51:15.673;1904719
20230226;2023-02-26;2023;2023;02.2023;T8-2023;Q1-2023;2;26;th;1;Sunday;SUN;S;57;5;9;8;February;FEB;F;1;First;Qtr 1;1;0;7;Niedziela;Luty;9;20230224;20230227;20230227;20230227;20230227;MON;0;20230227;0;0;0;0;20230216;20230216;20230228;44983;1900-01-01;9999-12-31;1;2020-07-03 13:51:15.673;1904719;2020-07-03 13:51:15.673;1904719
20230314;2023-03-14;2023;2023;03.2023;T11-2023;Q1-2023;3;14;th;3;Tuesday;TUE;T;73;3;11;11;March;MAR;M;1;First;Qtr 1;0;0;2;Wtorek;Marzec;12;20230313;20230315;20230315;20230315;20230315;WED;0;20230315;0;0;0;0;20230301;20230301;20230315;44999;1900-01-01;9999-12-31;1;2020-07-03 13:51:15.673;1904719;2020-07-03 13:51:15.673;1904719
20230429;2023-04-29;2023;2023;04.2023;T17-2023;Q2-2023;4;29;th;7;Saturday;SAT;S;119;5;17;17;April;APR;A;2;Second;Qtr 2;1;0;6;Sobota;Kwiecień;18;20230428;20230502;20230430;20230502;20230430;SUN;0;20230430;0;0;0;0;20230416;20230416;20230430;45045;1900-01-01;9999-12-31;1;2020-07-03 13:51:15.673;1904719;2020-07-03 13:51:15.673;1904719
20200113;2020-01-13;2020;2020;01.2020;T3-2020;Q1-2020;1;13;th;2;Monday;MON;M;13;3;3;3;January;JAN;J;1;First;Qtr 1;0;0;1;Poniedziałek;Styczeń;3;20200110;20200114;20200114;20200114;20200114;TUE;0;20200114;0;0;0;NULL;20200101;20200101;20200115;43843;1900-01-01;9999-12-31;1;2020-07-03 13:51:15.673;1904719;2020-07-03 13:51:15.673;1904719
20200202;2020-02-02;2020;2020;02.2020;T5-2020;Q1-2020;2;2;nd;1;Sunday;SUN;S;33;2;6;5;February;FEB;F;1;First;Qtr 1;1;0;7;Niedziela;Luty;5;20200131;20200203;20200203;20200203;20200203;MON;0;20200203;0;0;0;NULL;20200201;20200201;20200215;43863;1900-01-01;9999-12-31;1;2020-07-03 13:51:15.673;1904719;2020-07-03 13:51:15.673;1904719
20200216;2020-02-16;2020;2020;02.2020;T7-2020;Q1-2020;2;16;th;1;Sunday;SUN;S;47;4;8;7;February;FEB;F;1;First;Qtr 1;1;0;7;Niedziela;Luty;7;20200214;20200217;20200217;20200217;20200217;MON;0;20200217;0;0;0;NULL;20200216;20200216;20200229;43877;1900-01-01;9999-12-31;1;2020-07-03 13:51:15.673;1904719;2020-07-03 13:51:15.673;1904719
20210227;2021-02-27;2021;2021;02.2021;T8-2021;Q1-2021;2;27;th;7;Saturday;SAT;S;58;4;9;8;February;FEB;F;1;First;Qtr 1;1;0;6;Sobota;Luty;9;20210226;20210301;20210228;20210301;20210228;SUN;0;20210228;0;0;0;0;20210216;20210216;20210228;44254;1900-01-01;9999-12-31;1;2020-07-03 13:51:15.673;1904719;2020-07-03 13:51:15.673;1904719
20210402;2021-04-02;2021;2021;04.2021;T13-2021;Q2-2021;4;2;nd;6;Friday;FRI;F;92;1;14;13;April;APR;A;2;Second;Qtr 2;0;0;5;Piątek;Kwiecień;14;20210401;20210406;20210406;20210403;20210406;SUN;1;20210404;0;0;0;0;20210401;20210401;20210415;44288;1900-01-01;9999-12-31;1;2020-07-03 13:51:15.673;1904719;2020-07-03 13:51:15.673;1904719
20210507;2021-05-07;2021;2021;05.2021;T18-2021;Q2-2021;5;7;th;6;Friday;FRI;F;127;2;19;18;May;MAY;M;2;Second;Qtr 2;0;0;5;Piątek;Maj;19;20210506;20210510;20210509;20210508;20210509;SUN;0;20210509;0;0;0;0;20210501;20210501;20210515;44323;1900-01-01;9999-12-31;1;2020-07-03 13:51:15.673;1904719;2020-07-03 13:51:15.673;1904719
20210527;2021-05-27;2021;2021;05.2021;T21-2021;Q2-2021;5;27;th;5;Thursday;THU;T;147;5;22;21;May;MAY;M;2;Second;Qtr 2;0;0;4;Czwartek;Maj;22;20210526;20210528;20210528;20210528;20210528;FRI;0;20210528;0;0;0;0;20210516;20210516;20210531;44343;1900-01-01;9999-12-31;1;2020-07-03 13:51:15.673;1904719;2020-07-03 13:51:15.673;1904719
20210808;2021-08-08;2021;2021;08.2021;T31-2021;Q3-2021;8;8;th;1;Sunday;SUN;S;220;2;33;31;August;AUG;A;3;Third;Qtr 3;1;0;7;Niedziela;Sierpień;32;20210806;20210809;20210809;20210809;20210809;MON;0;20210809;0;0;0;1;20210801;20210801;20210815;44416;1900-01-01;9999-12-31;1;2020-07-03 13:51:15.673;1904719;2020-07-03 13:51:15.673;1904719
20210901;2021-09-01;2021;2021;09.2021;T35-2021;Q3-2021;9;1;st;4;Wednesday;WED;W;244;1;36;35;September;SEP;S;3;Third;Qtr 3;0;0;3;Środa;Wrzesień;36;20210831;20210902;20210902;20210902;20210902;THU;0;20210902;0;0;0;0;20210901;20210901;20210915;44440;1900-01-01;9999-12-31;1;2020-07-03 13:51:15.673;1904719;2020-07-03 13:51:15.673;1904719
20210220;2021-02-20;2021;2021;02.2021;T7-2021;Q1-2021;2;20;th;7;Saturday;SAT;S;51;3;8;7;February;FEB;F;1;First;Qtr 1;1;0;6;Sobota;Luty;8;20210219;20210222;20210221;20210222;20210221;SUN;0;20210221;0;0;0;0;20210216;20210216;20210228;44247;1900-01-01;9999-12-31;1;2020-07-03 13:51:15.673;1904719;2020-07-03 13:51:15.673;1904719
20210711;2021-07-11;2021;2021;07.2021;T27-2021;Q3-2021;7;11;th;1;Sunday;SUN;S;192;3;29;27;July;JUL;J;3;Third;Qtr 3;1;0;7;Niedziela;Lipiec;28;20210709;20210712;20210712;20210712;20210712;MON;0;20210712;0;0;0;0;20210701;20210701;20210715;44388;1900-01-01;9999-12-31;1;2020-07-03 13:51:15.673;1904719;2020-07-03 13:51:15.673;1904719
20231228;2023-12-28;2023;2023;12.2023;T52-2023;Q4-2023;12;28;th;5;Thursday;THU;T;362;5;52;52;December;DEC;D;4;Fourth;Qtr 4;0;0;4;Czwartek;Grudzień;53;20231227;20231229;20231229;20231229;20231229;FRI;0;20231229;0;0;0;0;20231216;20231216;20231231;45288;1900-01-01;9999-12-31;1;2020-07-03 13:51:15.673;1904719;2020-07-03 13:51:15.673;1904719
20230619;2023-06-19;2023;2023;06.2023;T25-2023;Q2-2023;6;19;th;2;Monday;MON;M;170;4;25;25;June;JUN;J;2;Second;Qtr 2;0;0;1;Poniedziałek;Czerwiec;26;20230616;20230620;20230620;20230620;20230620;TUE;0;20230620;0;0;0;0;20230616;20230616;20230630;45096;1900-01-01;9999-12-31;1;2020-07-03 13:51:15.673;1904719;2020-07-03 13:51:15.673;1904719
20230624;2023-06-24;2023;2023;06.2023;T25-2023;Q2-2023;6;24;th;7;Saturday;SAT;S;175;4;25;25;June;JUN;J;2;Second;Qtr 2;1;0;6;Sobota;Czerwiec;26;20230623;20230626;20230625;20230626;20230625;SUN;0;20230625;0;0;0;0;20230616;20230616;20230630;45101;1900-01-01;9999-12-31;1;2020-07-03 13:51:15.673;1904719;2020-07-03 13:51:15.673;1904719
20231023;2023-10-23;2023;2023;10.2023;T43-2023;Q4-2023;10;23;rd;2;Monday;MON;M;296;4;43;43;October;OCT;O;4;Fourth;Qtr 4;0;0;1;Poniedziałek;Październik;44;20231020;20231024;20231024;20231024;20231024;TUE;0;20231024;0;0;0;0;20231016;20231016;20231031;45222;1900-01-01;9999-12-31;1;2020-07-03 13:51:15.673;1904719;2020-07-03 13:51:15.673;1904719
20201129;2020-11-29;2020;2020;11.2020;T48-2020;Q4-2020;11;29;th;1;Sunday;SUN;S;334;5;49;48;November;NOV;N;4;Fourth;Qtr 4;1;0;7;Niedziela;Listopad;48;20201127;20201130;20201130;20201130;20201130;MON;0;20201130;0;0;0;NULL;20201116;20201116;20201130;44164;1900-01-01;9999-12-31;1;2020-07-03 13:51:15.673;1904719;2020-07-03 13:51:15.673;1904719
20210923;2021-09-23;2021;2021;09.2021;T38-2021;Q3-2021;9;23;rd;5;Thursday;THU;T;266;4;39;38;September;SEP;S;3;Third;Qtr 3;0;0;4;Czwartek;Wrzesień;39;20210922;20210924;20210924;20210924;20210924;FRI;0;20210924;0;0;0;0;20210916;20210916;20210930;44462;1900-01-01;9999-12-31;1;2020-07-03 13:51:15.673;1904719;2020-07-03 13:51:15.673;1904719
20210322;2021-03-22;2021;2021;03.2021;T12-2021;Q1-2021;3;22;nd;2;Monday;MON;M;81;4;13;12;March;MAR;M;1;First;Qtr 1;0;0;1;Poniedziałek;Marzec;13;20210319;20210323;20210323;20210323;20210323;TUE;0;20210323;0;0;0;0;20210316;20210316;20210331;44277;1900-01-01;9999-12-31;1;2020-07-03 13:51:15.673;1904719;2020-07-03 13:51:15.673;1904719
